1,0.1308452916
2,0.04620569156
3,0.06321783375
4,0.004409624062
5,0.03738644344
6,0.01155505313
7,0.004409624062
8,0.005457089061
9,0.0006408750063
10,0.003127874049
11,0.0007986590378
12,0.0006408750063
13,0.0002488059609
14,0.000301047116
15,3.878077437e-05
16,0.0001712444122
17,4.14417084e-05
18,3.878077437e-05
19,1.079944665e-05
20,1.984281511e-05
21,9.048558531e-07
22,1.079944665e-05
23,3.565789887e-06
24,9.048558531e-07
25,1.858155166e-06
26,1.505204449e-07
27,9.048558531e-07
28,2.525974301e-07
29,1.505204448e-07
30,9.862010333e-08
