-5,0.0384615,0.0384615
-4.9,0.0418426,0.039984
-4.8,0.0451946,0.0415973
-4.7,0.0484885,0.0433088
-4.6,0.0516951,0.0451264
-4.5,0.0547853,0.0470588
-4.4,0.0577302,0.0491159
-4.3,0.0605005,0.0513084
-4.2,0.0630673,0.0536481
-4.1,0.0654014,0.0561482
-4,0.0674737,0.0588235
-3.9,0.0692552,0.0616903
-3.8,0.0707168,0.0647668
-3.7,0.0718294,0.0680735
-3.6,0.0725639,0.0716332
-3.5,0.0729109,0.0754717
-3.4,0.0730532,0.0796178
-3.3,0.0732829,0.0841043
-3.2,0.0738934,0.088968
-3.1,0.0751782,0.0942507
-3,0.0774305,0.1
-2.9,0.0809437,0.10627
-2.8,0.0860113,0.113122
-2.7,0.0929265,0.120627
-2.6,0.101983,0.128866
-2.5,0.113473,0.137931
-2.4,0.127692,0.147929
-2.3,0.144932,0.158983
-2.2,0.165486,0.171233
-2.1,0.189637,0.184843
-2,0.217318,0.2
-1.9,0.248037,0.21692
-1.8,0.281278,0.235849
-1.7,0.316525,0.257069
-1.6,0.353263,0.280899
-1.5,0.390974,0.307692
-1.4,0.429143,0.337838
-1.3,0.467254,0.371747
-1.2,0.50479,0.409836
-1.1,0.541237,0.452489
-1,0.576076,0.5
-0.9,0.608793,0.552486
-0.8,0.638872,0.609756
-0.7,0.665796,0.671141
-0.6,0.689177,0.735294
-0.5,0.708961,0.8
-0.4,0.725148,0.862069
-0.3,0.737738,0.917431
-0.2,0.74673,0.961538
-0.1,0.752126,0.990099
0,0.753925,1
0.1,0.752126,0.990099
0.2,0.74673,0.961538
0.3,0.737738,0.917431
0.4,0.725148,0.862069
0.5,0.708961,0.8
0.6,0.689177,0.735294
0.7,0.665796,0.671141
0.8,0.638872,0.609756
0.9,0.608793,0.552486
1,0.576076,0.5
1.1,0.541237,0.452489
1.2,0.50479,0.409836
1.3,0.467254,0.371747
1.4,0.429143,0.337838
1.5,0.390974,0.307692
1.6,0.353263,0.280899
1.7,0.316525,0.257069
1.8,0.281278,0.235849
1.9,0.248037,0.21692
2,0.217318,0.2
2.1,0.189637,0.184843
2.2,0.165486,0.171233
2.3,0.144932,0.158983
2.4,0.127692,0.147929
2.5,0.113473,0.137931
2.6,0.101983,0.128866
2.7,0.0929265,0.120627
2.8,0.0860113,0.113122
2.9,0.0809437,0.10627
3,0.0774305,0.1
3.1,0.0751782,0.0942507
3.2,0.0738934,0.088968
3.3,0.0732829,0.0841043
3.4,0.0730532,0.0796178
3.5,0.0729109,0.0754717
3.6,0.0725639,0.0716332
3.7,0.0718294,0.0680735
3.8,0.0707168,0.0647668
3.9,0.0692552,0.0616903
4,0.0674737,0.0588235
4.1,0.0654014,0.0561482
4.2,0.0630673,0.0536481
4.3,0.0605005,0.0513084
4.4,0.0577302,0.0491159
4.5,0.0547853,0.0470588
4.6,0.0516951,0.0451264
4.7,0.0484885,0.0433088
4.8,0.0451946,0.0415973
4.9,0.0418426,0.039984
5,0.0384615,0.0384615
