0,0,0.22,0.0115116
0.000732422,0.0276111,-0.172389,0.0346
0.00146484,0.0552186,-0.0647814,0.0612874
0.00219727,0.0828192,-0.0671808,0.0871743
0.00292969,0.110409,0.130409,0.114492
0.00366211,0.137985,0.237985,0.141147
0.00439453,0.165544,0.425544,0.168362
0.00512695,0.193081,0.113081,0.191953
0.00585938,0.220594,0.160594,0.218116
0.0065918,0.248079,0.318079,0.245045
0.00732422,0.275532,0.315532,0.270793
0.00805664,0.302951,0.412951,0.29723
0.00878906,0.330331,0.720331,0.325145
0.00952148,0.357669,0.777669,0.35122
0.0102539,0.384961,0.604961,0.375596
0.0109863,0.412205,0.162205,0.397982
0.0117188,0.439396,0.269396,0.424286
0.0124512,0.466532,0.176532,0.449098
0.0131836,0.493608,0.793608,0.478974
0.013916,0.520622,0.570622,0.50274
0.0146484,0.54757,0.94757,0.530772
0.0153809,0.574449,0.294449,0.551318
0.0161133,0.601254,0.291254,0.576485
0.0168457,0.627984,0.877984,0.605836
0.0175781,0.654634,1.14463,0.63281
0.0183105,0.681201,0.371201,0.652214
0.019043,0.707682,0.217682,0.676011
0.0197754,0.734073,0.264073,0.70117
0.0205078,0.760371,1.09037,0.731869
0.0212402,0.786573,0.796573,0.75441
0.0219727,0.812676,1.10268,0.781188
0.0227051,0.838676,0.778676,0.803334
0.0234375,0.86457,0.89457,0.828557
0.0241699,0.890355,0.410355,0.84936
0.0249023,0.916028,0.696028,0.875613
0.0256348,0.941585,0.811585,0.900539
0.0263672,0.967023,0.647023,0.923342
0.0270996,0.992339,1.47234,0.953173
0.027832,1.01753,0.51753,0.970064
0.0285645,1.04259,1.42259,1.00025
0.0292969,1.06752,0.867525,1.01979
0.0300293,1.09232,1.10232,1.04491
0.0307617,1.11698,1.16698,1.06869
0.0314941,1.1415,0.851501,1.0896
0.0322266,1.16588,1.53588,1.11759
0.032959,1.19011,0.700107,1.1345
0.0336914,1.21419,1.27419,1.16144
0.0344238,1.23812,0.978115,1.18198
0.0351562,1.26189,1.09189,1.20533
0.0358887,1.2855,1.3655,1.22969
0.0366211,1.30896,1.25896,1.25118
0.0373535,1.33225,1.80225,1.27721
0.0380859,1.35537,1.26537,1.2953
0.0388184,1.37832,1.79832,1.32096
0.0395508,1.4011,1.4311,1.33998
0.0402832,1.42371,1.87371,1.36468
0.0410156,1.44614,1.80614,1.38556
0.041748,1.46839,0.998389,1.40094
0.0424805,1.49045,1.79045,1.42769
0.0432129,1.51234,1.30234,1.44505
0.0439453,1.53403,1.70403,1.46866
0.0446777,1.55553,1.78553,1.48979
0.0454102,1.57684,1.67684,1.50939
0.0461426,1.59795,1.33795,1.52715
0.046875,1.61887,1.38887,1.54756
0.0476074,1.63958,1.74958,1.57002
0.0483398,1.66009,1.97009,1.59129
0.0490723,1.6804,1.8404,1.60986
0.0498047,1.7005,2.0105,1.6304
0.0505371,1.72038,1.84038,1.64832
0.0512695,1.74006,1.62006,1.66568
0.052002,1.75952,2.06952,1.68769
0.0527344,1.77877,1.42877,1.70164
0.0534668,1.79779,1.69779,1.72197
0.0541992,1.8166,2.1766,1.74361
0.0549316,1.83518,1.81518,1.759
0.0556641,1.85354,2.13354,1.77909
0.0563965,1.87167,2.21167,1.79726
0.0571289,1.88957,1.45957,1.80924
0.0578613,1.90724,2.14724,1.83139
0.0585938,1.92468,1.91468,1.84671
0.0593262,1.94188,2.36188,1.86672
0.0600586,1.95885,1.70885,1.8786
0.060791,1.97558,1.90558,1.89639
0.0615234,1.99206,1.83206,1.91202
0.0622559,2.00831,2.10831,1.92997
0.0629883,2.02431,2.21431,1.94647
0.0637207,2.04007,1.97007,1.96023
0.0644531,2.05558,2.17558,1.97702
0.0651855,2.07084,2.54084,1.99474
0.065918,2.08585,2.04585,2.00605
0.0666504,2.10061,1.91061,2.01972
0.0673828,2.11512,1.62512,2.0321
0.0681152,2.12937,1.62937,2.04633
0.0688477,2.14337,2.22337,2.0646
0.0695801,2.15711,2.60711,2.08112
0.0703125,2.1706,1.7606,2.08856
0.0710449,2.18382,2.54382,2.10751
0.0717773,2.19678,2.16678,2.11786
0.0725098,2.20948,2.44948,2.13275
0.0732422,2.22192,2.39192,2.14495
0.0739746,2.2341,2.4041,2.15742
0.074707,2.24601,2.67601,2.17154
0.0754395,2.25765,2.65765,2.18332
0.0761719,2.26903,2.39903,2.19315
0.0769043,2.28013,2.43013,2.20482
0.0776367,2.29097,2.31097,2.21518
0.0783691,2.30154,2.67154,2.22875
0.0791016,2.31184,2.28184,2.23669
0.079834,2.32187,2.21187,2.24669
0.0805664,2.33163,2.23163,2.25709
0.0812988,2.34111,2.13111,2.26639
0.0820312,2.35033,2.74033,2.28057
0.0827637,2.35926,2.45926,2.28809
0.0834961,2.36793,2.50793,2.29775
0.0842285,2.37632,2.14632,2.3042
0.0849609,2.38443,2.02443,2.31215
0.0856934,2.39227,2.30227,2.32273
0.0864258,2.39983,2.71983,2.33408
0.0871582,2.40712,2.73712,2.3423
0.0878906,2.41413,2.05413,2.34523
0.088623,2.42086,2.61086,2.35685
0.0893555,2.42732,2.49732,2.36339
0.0900879,2.4335,2.1835,2.36825
0.0908203,2.4394,2.2494,2.37561
0.0915527,2.44502,1.98502,2.38033
0.0922852,2.45037,2.31037,2.38907
0.0930176,2.45544,2.00544,2.39302
0.09375,2.46024,2.06024,2.39931
0.0944824,2.46475,2.87475,2.41084
0.0952148,2.46899,2.75899,2.41542
0.0959473,2.47295,2.50295,2.41875
0.0966797,2.47664,2.09664,2.42074
0.0974121,2.48005,2.38005,2.42747
0.0981445,2.48319,2.96319,2.43611
0.098877,2.48605,2.94605,2.44019
0.0996094,2.48863,2.71863,2.4425
0.100342,2.49094,2.79094,2.44673
0.101074,2.49298,2.06298,2.44496
0.101807,2.49474,2.12474,2.44863
0.102539,2.49623,2.78623,2.45638
0.103271,2.49745,2.08745,2.45409
0.104004,2.49839,2.46839,2.45935
0.104736,2.49907,2.68907,2.4632
0.105469,2.49947,2.36947,2.46293
0.106201,2.49961,2.79961,2.46781
0.106934,2.49947,2.54947,2.46756
0.107666,2.49907,2.70907,2.47003
0.108398,2.4984,2.9184,2.47261
0.109131,2.49747,2.21747,2.4684
0.109863,2.49627,2.62627,2.47195
0.110596,2.49481,2.35481,2.47037
0.111328,2.49308,2.49308,2.4715
0.112061,2.49109,2.24109,2.46959
0.112793,2.48885,2.48885,2.47105
0.113525,2.48634,2.15634,2.46809
0.114258,2.48357,2.40357,2.46909
0.11499,2.48055,2.15055,2.46625
0.115723,2.47727,2.02727,2.46411
0.116455,2.47374,2.87374,2.46874
0.117188,2.46995,2.66995,2.46558
0.11792,2.46591,2.52591,2.46262
0.118652,2.46163,2.94163,2.46347
0.119385,2.45709,2.32709,2.45667
0.120117,2.45231,2.74231,2.45708
0.12085,2.44728,1.98728,2.44883
0.121582,2.442,2.162,2.44706
0.122314,2.43649,2.05649,2.44305
0.123047,2.43073,2.20073,2.44063
0.123779,2.42473,1.99473,2.43547
0.124512,2.4185,2.8285,2.43759
0.125244,2.41203,2.81203,2.43337
0.125977,2.40533,2.80533,2.42901
0.126709,2.39839,2.56839,2.42278
0.127441,2.39123,2.88123,2.42031
0.128174,2.38384,2.28384,2.41107
0.128906,2.37622,2.65622,2.40862
0.129639,2.36837,2.82837,2.40451
0.130371,2.3603,2.8103,2.39884
0.131104,2.35202,2.45202,2.39052
0.131836,2.34351,2.31351,2.38358
0.132568,2.33479,2.68479,2.38011
0.133301,2.32585,1.86585,2.36788
0.134033,2.31671,2.80671,2.36814
0.134766,2.30735,2.52735,2.3594
0.135498,2.29778,1.90778,2.34803
0.13623,2.28801,2.03801,2.34188
0.136963,2.27804,2.18804,2.33568
0.137695,2.26786,2.02786,2.32706
0.138428,2.25749,2.43749,2.32236
