0.920735,
0.939793,0.946146,
0.944514,0.946087,0.946083,
0.945691,0.946083,0.946083,0.946083,
0.945985,0.946083,0.946083,0.946083,0.946083,
0.946059,0.946083,0.946083,0.946083,0.946083,0.946083,
0.946077,0.946083,0.946083,0.946083,0.946083,0.946083,0.946083,
