-5,1.38879e-11
-4.9,-6.65484
-4.8,-5.77722
-4.7,-3.23655
-4.6,-1.16221
-4.5,1.60523e-09
-4.4,0.42968
-4.3,0.439467
-4.2,0.284139
-4.1,0.115912
-4,1.12535e-07
-3.9,-0.0534036
-3.8,-0.0601614
-3.7,-0.0425423
-3.6,-0.0188651
-3.5,4.78512e-06
-3.4,0.0101293
-3.3,0.0122408
-3.2,0.0092675
-3.1,0.00442562
-3,0.00012341
-2.9,-0.00240311
-2.8,-0.00295353
-2.7,-0.00197951
-2.6,-0.000160716
-2.5,0.00193045
-2.4,0.00402229
-2.3,0.00620027
-2.2,0.00886601
-2.1,0.012649
-2,0.0183156
-1.9,0.0267027
-1.8,0.038685
-1.7,0.0551684
-1.6,0.0770893
-1.5,0.105399
-1.4,0.141017
-1.3,0.184741
-1.2,0.237119
-1.1,0.298299
-1,0.367879
-0.9,0.444783
-0.8,0.52719
-0.7,0.61254
-0.6,0.697632
-0.5,0.778801
-0.4,0.852172
-0.3,0.913965
-0.2,0.960811
-0.1,0.990057
0,1
0.1,0.990057
0.2,0.960811
0.3,0.913965
0.4,0.852172
0.5,0.778801
0.6,0.697632
0.7,0.61254
0.8,0.52719
0.9,0.444783
1,0.367879
1.1,0.298299
1.2,0.237119
1.3,0.184741
1.4,0.141017
1.5,0.105399
1.6,0.0770893
1.7,0.0551684
1.8,0.038685
1.9,0.0267027
2,0.0183156
2.1,0.012649
2.2,0.00886601
2.3,0.00620027
2.4,0.00402229
2.5,0.00193045
2.6,-0.000160716
2.7,-0.00197951
2.8,-0.00295353
2.9,-0.00240311
3,0.00012341
3.1,0.00442562
3.2,0.0092675
3.3,0.0122408
3.4,0.0101293
3.5,4.78512e-06
3.6,-0.0188651
3.7,-0.0425423
3.8,-0.0601614
3.9,-0.0534036
4,1.12535e-07
4.1,0.115912
4.2,0.284139
4.3,0.439467
4.4,0.42968
4.5,1.60523e-09
4.6,-1.16221
4.7,-3.23655
4.8,-5.77722
4.9,-6.65484
5,1.38879e-11
