-5,-0.0650036
-4.9,0.0391781
-4.8,0.0675038
-4.7,0.0531724
-4.6,0.019575
-4.5,-0.0176495
-4.4,-0.0488692
-4.3,-0.068991
-4.2,-0.076239
-4.1,-0.0711497
-4,-0.0557584
-3.9,-0.0329516
-3.8,-0.00596458
-3.7,0.0219981
-3.6,0.0480354
-3.5,0.0697348
-3.4,0.0852831
-3.3,0.0935163
-3.2,0.0939228
-3.1,0.0866075
-3,0.072229
-2.9,0.051916
-2.8,0.0271717
-2.7,-0.00022904
-2.6,-0.0283437
-2.5,-0.0551639
-2.4,-0.0787103
-2.3,-0.0971195
-2.2,-0.108719
-2.1,-0.112092
-2,-0.106126
-1.9,-0.0900467
-1.8,-0.0634471
-1.7,-0.0262905
-1.6,0.0210901
-1.5,0.0780078
-1.4,0.143447
-1.3,0.216101
-1.2,0.29441
-1.1,0.376614
-1,0.460807
-0.9,0.544991
-0.8,0.627136
-0.7,0.705236
-0.6,0.777371
-0.5,0.841752
-0.4,0.896779
-0.3,0.941076
-0.2,0.973535
-0.1,0.993342
0,1
0.1,0.993342
0.2,0.973535
0.3,0.941076
0.4,0.896779
0.5,0.841752
0.6,0.777371
0.7,0.705236
0.8,0.627136
0.9,0.544991
1,0.460807
1.1,0.376614
1.2,0.29441
1.3,0.216101
1.4,0.143447
1.5,0.0780078
1.6,0.0210901
1.7,-0.0262905
1.8,-0.0634471
1.9,-0.0900467
2,-0.106126
2.1,-0.112092
2.2,-0.108719
2.3,-0.0971195
2.4,-0.0787103
2.5,-0.0551639
2.6,-0.0283437
2.7,-0.00022904
2.8,0.0271717
2.9,0.051916
3,0.072229
3.1,0.0866075
3.2,0.0939228
3.3,0.0935163
3.4,0.0852831
3.5,0.0697348
3.6,0.0480354
3.7,0.0219981
3.8,-0.00596458
3.9,-0.0329516
4,-0.0557584
4.1,-0.0711497
4.2,-0.076239
4.3,-0.068991
4.4,-0.0488692
4.5,-0.0176495
4.6,0.019575
4.7,0.0531724
4.8,0.0675038
4.9,0.0391781
5,-0.0650036
