-5,1.38879e-11
-4.9,-0.0284502
-4.8,-0.0526847
-4.7,-0.0729264
-4.6,-0.0893936
-4.5,-0.1023
-4.4,-0.111855
-4.3,-0.118263
-4.2,-0.121724
-4.1,-0.122432
-4,-0.12058
-3.9,-0.116353
-3.8,-0.109933
-3.7,-0.101496
-3.6,-0.0912148
-3.5,-0.0792576
-3.4,-0.0657872
-3.3,-0.0509622
-3.2,-0.0349366
-3.1,-0.0178598
-3,0.00012341
-2.9,0.0188729
-2.8,0.0382531
-2.7,0.0581329
-2.6,0.078386
-2.5,0.0988907
-2.4,0.11953
-2.3,0.14019
-2.2,0.160764
-2.1,0.181149
-2,0.201245
-1.9,0.220958
-1.8,0.240199
-1.7,0.258882
-1.6,0.276927
-1.5,0.294259
-1.4,0.310806
-1.3,0.326501
-1.2,0.341283
-1.1,0.355093
-1,0.367879
-0.9,0.379594
-0.8,0.390192
-0.7,0.399636
-0.6,0.40789
-0.5,0.414924
-0.4,0.420714
-0.3,0.425239
-0.2,0.428483
-0.1,0.430434
0,0.431085
0.1,0.430434
0.2,0.428483
0.3,0.425239
0.4,0.420714
0.5,0.414924
0.6,0.40789
0.7,0.399636
0.8,0.390192
0.9,0.379594
1,0.367879
1.1,0.355093
1.2,0.341283
1.3,0.326501
1.4,0.310806
1.5,0.294259
1.6,0.276927
1.7,0.258882
1.8,0.240199
1.9,0.220958
2,0.201245
2.1,0.181149
2.2,0.160764
2.3,0.14019
2.4,0.11953
2.5,0.0988907
2.6,0.078386
2.7,0.0581329
2.8,0.0382531
2.9,0.0188729
3,0.00012341
3.1,-0.0178598
3.2,-0.0349366
3.3,-0.0509622
3.4,-0.0657872
3.5,-0.0792576
3.6,-0.0912148
3.7,-0.101496
3.8,-0.109933
3.9,-0.116353
4,-0.12058
4.1,-0.122432
4.2,-0.121724
4.3,-0.118263
4.4,-0.111855
4.5,-0.1023
4.6,-0.0893936
4.7,-0.0729264
4.8,-0.0526847
4.9,-0.0284502
5,1.38879e-11
